household_size,seasonal_index,garden_area,number_of_bathrooms,children_count,elderly_count,appliance_count,temperature,daily_liters_used
5,0.82,219.77,,3,1,7,30.88,1098.522437
2,0.97,117.53,,2,1,13,11.1,728.5652885
,1.02,23.04,1,2,2,7,44.16,943.1143092
6,1.14,24.47,3,0,0,14,25.55,1034.97494
4,1.3,105.04,3,2,0,19,14.26,1064.323299
3,1.28,248.9,3,2,2,15,42.4,1148.819478
4,1.49,258.65,3,3,0,5,15.59,1165.70807
7,1.45,262.42,1,2,0,7,18.79,1360.29232
3,0.93,63.35,4,3,2,6,44.63,781.9860353
7,1.4,178.15,2,1,1,19,12.84,1416.408369
3,1.39,34.43,4,3,0,5,27.03,775.9217832
4,1.2,254.81,3,2,0,11,36.32,1258.372759
3,1.04,,3,3,0,17,34.75,1179.799774
3,0.95,222.93,1,0,0,6,14.53,862.7785331
2,0.95,37.61,3,0,2,17,32.31,662.7860282
5,1.04,90.68,4,2,1,7,26.45,1068.517091
5,1.15,238.75,1,1,2,11,19.9,1167.582796
6,1.21,169.91,3,3,2,,31.1,1209.844574
6,1.03,51.11,3,1,0,6,20.35,1007.521347
2,1.05,298.29,3,3,2,7,13.26,1046.005771
6,0.81,172.96,4,1,2,5,33.1,1128.001552
7,0.8,42.29,3,2,2,12,43.87,1127.550308
4,1.44,99.74,3,3,2,6,19.06,915.6883321
1,0.81,281.21,4,3,0,12,18.01,959.1759645
7,0.82,125.6,2,1,1,18,39.84,1294.493482
1,0.94,647.65,3,1,2,5,29.55,1867.880905
1,1.32,215.22,,,1,18,32.19,723.1678107
2,1.28,170.57,4,2,1,,23.71,884.3924415
7,1.25,90.47,1,2,1,19,18.37,1250.316781
2,1.2,179.53,2,3,2,11,41.01,888.7899503
3,0.94,34.63,2,0,1,16,21.6,684.8780156
1,1.08,57.49,1,3,0,17,41.11,561.2018202
4,1.13,263.7,4,3,0,12,26.31,1229.915125
6,1.21,54.02,2,1,2,5,35.63,979.4472894
4,0.94,210.91,3,2,0,8,42.61,1066.100306
6,1.31,110.38,3,2,2,15,31.78,1235.665568
1,1.02,211.48,2,2,,18,28.25,827.1634439
1,1.26,139.78,3,0,0,16,24.16,731.225851
1,1.16,12.15,4,3,0,16,34.56,659.386901
2,1.21,103.79,2,2,1,5,19.02,580.3194389
7,1.09,210.72,1,2,0,12,40.13,1342.814643
6,1.11,56.88,1,3,1,18,33.05,1040.256584
7,1.41,207.87,1,0,0,14,25.4,1370.492934
2,1.13,255.73,4,0,1,7,37.89,997.6961097
2,1.36,49.19,4,2,2,18,44.54,771.1558007
5,1.08,77.69,2,3,1,12,34.73,961.0661848
4,1.29,155.44,2,1,1,13,41.32,1019.60725
4,0.96,41.52,4,2,2,7,14.58,877.722925
3,1.44,280.7,2,3,2,16,39.33,1149.796589
2,1.48,295.15,4,0,,9,19.97,1153.861286
6,1.43,,1,1,1,9,11.56,1166.392947
5,1.04,96.06,1,2,0,19,37.82,1011.502751
5,0.99,102.63,3,1,2,19,34.16,1138.948825
7,0.93,131.7,4,0,2,14,23.24,1339.471931
4,1.41,259.57,2,0,1,13,15.84,1164.393736
2,0.88,245.09,4,0,1,17,29.85,1018.576625
3,1.25,270.92,4,1,2,18,23.89,
2,1.03,278.39,1,1,2,12,31.4,904.8562384
7,0.93,105.87,1,3,,7,25.9,1084.905451
1,0.93,217.38,2,0,2,5,39.75,659.357711
2,1.41,70.01,2,0,1,14,39.35,714.7233584
7,1.4,205.28,2,,0,7,18.67,1326.408103
1,0.99,172.37,2,3,2,5,19.57,645.4757317
1,0.82,102.04,3,3,1,14,37.11,648.1240821
3,1.41,33.41,2,0,1,9,43.88,719.5887147
6,0.84,113.68,3,0,,18,44.68,1205.052734
4,0.86,125.3,3,3,0,18,28.39,1014.329289
2,1.38,263.74,2,0,2,15,34.13,1012.413172
1,1.37,276.71,4,,0,12,20.63,1005.970637
2,0.94,285.6,4,3,2,12,,1051.481878
6,0.83,91.72,1,2,2,6,,918.8204456
4,0.84,261,2,3,1,16,36.74,1168.320058
6,1.12,237.66,2,2,0,14,18.83,1341.24122
4,1.09,279.64,4,0,0,19,15.37,1352.959831
5,0.93,183.04,3,1,1,9,33.66,1102.081
4,1.44,23.15,4,0,2,13,37.25,953.7505911
3,1.19,193.11,,1,2,6,23.92,1012.655363
6,1.37,205.78,3,3,1,11,21.1,1344.048982
1,0.87,162.29,3,1,2,16,16.44,707.6989734
5,1.48,26.43,4,2,2,19,17.69,1070.947891
3,1.37,282.43,1,0,2,5,10.7,984.1901491
2,1,39.31,2,2,2,17,29.58,647.7683098
6,0.81,12.1,4,2,0,17,14.18,1080.270344
7,0.92,134,4,0,1,7,41.6,1272.80493
7,1.09,99.52,4,3,1,18,19.81,1393.843159
1,0.8,228.45,1,0,2,19,28.6,787.5487638
4,0.83,102.51,2,3,2,12,18.61,877.2483266
1,0.87,558.85,4,1,1,19,18.36,2359.588546
7,1.37,288.22,1,0,2,18,20.95,1554.675242
2,1.18,71.02,4,3,0,7,12.51,707.0249141
5,0.93,228.26,3,3,2,12,13.55,1211.450605
5,0.99,63.53,1,1,1,12,19.56,899.8530331
6,1.25,130.62,2,1,2,9,31.12,1111.394888
5,1.02,210.14,4,0,0,12,32.57,1256.477413
6,1.28,218.16,2,1,0,11,27.22,1308.509896
6,1.34,238.9,1,2,2,17,41.79,1336.999715
6,1.01,43.29,1,2,1,15,39.37,1012.05758
7,1.06,102.75,2,3,0,7,32.85,1158.512096
7,0.84,148.75,4,0,2,12,42.9,1335.825281
4,1.37,70.45,1,3,2,8,39.99,780.806818
3,1.22,221.52,2,3,0,16,43.6,1020.621503
6,,276.72,3,2,0,12,14.73,1479.291863
6,0.93,218.52,1,2,1,16,21.11,1247.268651
3,1.47,129.68,3,1,1,5,19.16,836.9762923
1,1.29,140.79,1,0,0,9,42.83,590.407128
6,0.94,254.87,3,1,2,16,20.08,1403.990746
4,1.12,129.5,1,2,0,16,40.31,900.5498157
5,1.29,184.45,2,0,2,7,23.47,1109.448436
5,0.81,125.65,4,2,2,17,35.67,1148.143887
2,1.35,185.21,3,2,1,17,,930.5957576
2,1.46,245.4,4,0,1,19,43.11,1085.410644
5,0.86,281.91,1,0,0,14,15.95,1217.396189
5,1.43,295.32,4,3,1,5,44.58,1352.566262
7,1.13,30.47,4,0,1,,18.26,1106.02298
4,1.16,136.61,1,2,0,7,35.28,888.7780126
3,1.39,126.65,3,0,1,13,43.39,961.8922138
2,1.21,1401.65,4,2,2,7,12.14,3169.815867
7,1.05,22,2,3,2,18,28.05,1123.737779
7,1.31,118.88,4,3,0,19,16.35,
3,0.9,268.27,3,3,2,12,31.11,1090.949599
7,1.27,263.54,4,0,0,7,33.94,1512.200914
4,1.34,278.14,3,0,2,14,44.11,1263.495188
5,1.03,95.39,3,2,0,12,,1030.47784
6,1.48,63.46,2,3,0,14,43.42,1107.029834
3,1.25,187.74,2,0,2,17,30.64,1026.026522
5,0.87,163.04,1,1,1,17,13.91,1064.255955
5,1.48,205.89,1,2,0,13,11.56,1135.132436
1,1.32,63.6,3,1,2,11,17.23,624.8286516
3,1.29,290.93,3,2,1,9,25.83,1139.987282
7,0.98,80.75,3,1,0,12,33.87,1167.732661
6,1.13,137.9,4,0,1,16,17.25,1349.613623
3,1.43,224.22,4,3,0,10,40.19,1117.797253
7,1.02,286.37,2,3,2,15,33,1447.655209
5,1.1,158.79,3,1,1,15,41.5,1172.290956
6,0.98,65.08,1,0,0,11,19.86,994.8780663
7,,190.38,2,1,0,13,28,1315.071681
4,0.83,46.07,4,0,0,19,35.33,962.1700651
7,1.32,139.97,3,3,0,5,22.86,1273.774843
1,0.86,56.68,1,1,0,17,18.22,477.9799519
5,1.17,79.59,4,3,2,18,26.18,1126.915911
7,0.83,265.11,1,3,0,17,23.21,1440.429551
2,1.49,203.87,2,1,0,9,13.05,893.0012222
2,1.3,220.84,3,2,1,14,12.4,982.0476831
1,1.24,60.23,3,3,0,18,10.77,673.3878853
4,0.93,283.53,4,3,2,12,18.91,1254.42418
5,1.17,28.82,4,1,1,12,37.89,1028.762095
3,1.15,284.46,3,2,0,6,38.96,1068.363787
1,1.05,82.88,2,1,2,12,42.28,526.0259377
4,0.91,28.44,2,3,1,7,35.92,742.4100108
3,1.06,145.72,1,3,2,6,11.42,746.1424859
2,1.23,154.28,1,0,2,14,29.63,750.5562508
2,1.14,240.63,1,1,0,6,40.62,803.5477125
3,,196.49,1,2,2,11,17.31,882.670824
1,1.2,118.96,2,1,2,,21.57,685.0861714
2,0.97,187.48,3,0,1,10,42.44,878.3680349
5,0.88,185.06,3,2,2,14,11.67,1189.09858
6,1.17,281.1,3,0,1,15,23.42,1480.979745
7,1.42,20.29,4,0,2,7,12.4,1166.676532
3,1.5,199.44,4,1,0,6,24.52,1053.08104
3,1.35,229.28,3,2,1,13,34.83,1101.164059
2,0.95,178.97,1,0,2,14,37.89,753.8369781
1,1.24,262.58,4,0,0,9,21.24,877.947887
5,0.97,288.82,3,2,2,10,17.81,1297.045771
1,1.2,409.05,3,2,0,16,36.43,2048.823054
4,1.14,262.32,4,3,1,8,27.82,1217.264332
4,1.07,158.82,1,0,2,19,12.43,1039.215993
6,1.25,212.56,4,3,2,12,39.09,1387.865426
2,1.4,84.11,4,0,0,19,41.1,856.750221
2,1.04,249.74,4,0,1,6,42.15,942.9496606
2,1.14,146.68,4,0,2,16,42.46,930.1612912
6,1.12,214.27,3,2,2,,16.97,1345.80249
4,0.97,261.64,4,0,2,6,25.98,1149.758375
1,1.09,192.29,4,3,2,6,27.88,799.9586101
6,0.82,184.81,2,2,2,13,34.16,1167.768424
6,1.16,29.07,4,3,0,11,38.74,1065.994989
1,1.3,1043.55,4,2,0,13,12.43,2666.904564
2,1.06,113.79,1,1,1,9,34.27,685.6433349
5,1.32,258.66,4,2,1,18,10.42,1437.568439
1,1.33,139.98,1,3,1,16,40.93,641.1250123
,1.49,255.71,3,3,2,13,38.25,1222.430222
3,1.18,260.72,4,3,1,8,39.38,1113.108307
3,1.08,209.59,3,0,0,5,15.56,967.2888005
7,1.25,32.71,1,1,1,17,21.83,1083.182905
7,1.24,82.81,2,0,1,17,33.55,1231.857279
6,1.49,87.21,4,1,0,8,33.47,1224.766467
3,1.3,228.78,1,2,0,14,19.82,1025.119073
5,1.01,270.16,4,1,2,14,32.82,1344.644078
2,0.93,190.64,1,3,0,9,27.11,722.5942859
4,1.35,79.67,1,0,0,16,44.39,822.1093783
7,0.93,107.83,1,3,1,12,27.32,1152.724708
5,1.24,162.74,4,0,1,14,26.1,1256.723702
4,0.89,36.21,3,0,1,10,34.38,783.2399783
4,1.3,247.05,1,1,,19,28.83,1136.109631
2,1.35,191.67,1,0,1,10,25.2,789.4545646
6,1.49,75.1,2,3,1,19,26.3,1190.918649
3,,274.74,3,0,1,9,24.95,1117.256021
2,1.3,163.08,4,0,1,16,40.52,961.7426714
5,0.99,25.26,3,0,0,19,22.67,994.9711245
6,0.83,216.26,1,0,0,16,40.51,1230.607786
5,1.19,147.52,3,3,0,11,22.83,1133.977795
6,1.34,150.26,3,0,2,19,23.31,1336.932502
7,0.81,210.34,2,1,1,18,30.03,1366.557971
5,1.17,66.59,1,1,1,10,27.9,895.5889603
2,1.42,285.62,4,2,0,19,40.51,1184.578556
6,1.25,247.54,3,2,0,15,37.52,1377.625154
6,1.28,271.76,4,2,0,5,20.94,1399.629147
4,1.13,273.42,1,3,2,7,41.52,1035.763259
4,1.46,127.98,4,1,0,7,32.71,1037.609536
1,1.06,104.86,3,2,0,17,15.01,740.651892
5,1.07,170.85,3,2,1,15,42.48,1173.476703
4,1.16,44.14,2,0,1,5,13.88,781.3257903
1,1.21,158.4,1,1,1,10,13.89,653.0489656
7,1.18,180.3,1,0,0,5,42.73,1215.751973
7,1.37,43.51,2,1,1,14,10.32,1142.131816
4,1.38,224.77,3,1,0,14,34.97,1189.150416
5,0.89,274.86,2,3,0,8,13.95,1192.666396
6,1.22,95.75,3,2,2,14,31.5,1127.44118
3,1.49,12.36,3,0,0,17,,835.3814112
5,1.22,267.01,3,0,2,16,35.54,1379.988488
2,1.28,117.28,1,0,0,15,28.23,700.1318004
7,,11.74,4,2,0,11,31.06,1209.204456
4,1.41,42.9,4,3,2,5,41.94,895.3351772
4,0.81,205.33,1,1,2,19,12.27,1061.95426
6,0.97,163.37,1,0,0,17,20.46,1193.975147
2,1.4,60.5,3,0,0,10,31.83,727.8964039
6,1.27,165.14,2,1,1,15,18.23,1258.003272
2,1.24,119.26,2,3,0,17,38.46,824.5079276
3,1.4,73.77,2,1,2,14,43.38,826.6867337
7,1.36,256.83,4,0,0,18,18.05,1661.319981
4,1.33,248.96,2,,1,15,30.07,1174.93969
4,0.83,207.34,4,3,0,15,32.61,1149.829454
3,1.35,65.19,4,3,2,7,28.7,831.4981144
1,0.94,126.11,4,3,0,10,35.68,713.9651242
7,,221,3,1,1,13,42.91,1428.59186
6,1.14,240.33,2,2,2,9,38.61,1292.84727
3,1.46,277.71,1,0,0,6,42.78,942.5676019
6,1.42,57.11,2,3,1,13,40.37,1094.868257
5,1.49,102.68,1,1,0,10,32.35,941.4718918
4,0.97,62.05,1,0,1,13,35.6,791.6262364
6,1.29,295.11,3,2,2,11,11.89,1461.793567
2,0.84,243.42,4,1,2,19,18.97,1075.237746
6,1.36,132.8,3,0,0,13,17.67,1253.468763
5,1.17,209.22,1,2,0,10,44.25,1129.875264
7,1.5,238.92,3,2,2,6,39.03,1420.721238
4,0.97,205.9,4,1,2,12,29.64,1183.455975
3,1.35,53.41,2,3,2,11,33.96,725.5143571
5,0.92,11.48,4,2,2,15,10.41,999.5481015
4,1,251.48,1,2,0,6,19.2,953.7957531
6,1.01,206.86,3,0,1,15,16.16,1353.67894
7,1.2,258.61,3,1,2,6,32.64,1442.506983
1,1.06,53.25,1,0,0,7,24.57,447.6755908
7,1.11,113.49,1,2,,19,25.31,1231.126604
1,1.17,71.45,4,3,0,10,26.44,656.1976694
2,0.84,244.5,2,2,2,16,27.29,938.1706891
7,,144.12,1,1,0,11,21,1245.862235
4,1.25,289.28,2,2,1,13,37.24,1179.91242
1,1.48,290.37,1,0,0,19,13.4,928.1555061
3,0.89,224.14,4,2,2,18,16.41,1131.691884
4,0.82,130.95,3,0,0,5,40.42,940.3736667
3,0.89,228.13,2,0,0,17,34.8,1012.921732
7,1.1,34.19,1,3,0,19,41.56,1085.263589
3,,56.15,3,2,0,15,24.78,729.4038186
1,0.95,173.01,1,0,0,11,40.42,611.2177176
4,1.41,208.56,1,3,0,5,23.11,1002.866851
6,1.03,287.45,4,2,1,14,13.82,1508.427428
5,1.09,12.58,2,0,2,15,38.76,898.6250784
1,1.28,18.57,4,0,0,17,27.5,645.0166713
1,1.04,174.26,1,2,0,15,37.19,707.8742396
6,1.19,76.04,2,3,2,,10.49,1111.949673
4,1.17,240.47,1,2,0,7,37.34,1049.832018
4,0.98,85.25,,2,1,13,19.72,
7,1.3,236.24,1,2,2,16,42.75,1423.640358
3,1.38,85.76,1,1,2,11,28.05,766.7369923
7,1.35,77.56,2,2,0,15,27.46,1226.135504
6,1.08,112.53,4,2,0,13,,1190.418081
7,1.45,218.78,4,2,2,15,22.61,1544.86411
6,1.43,76.25,2,0,2,12,41.22,1141.067123
4,0.99,76.69,3,0,2,16,16.05,956.2164372
,0.89,106.45,4,1,1,10,11.33,818.5944611
7,1.43,273.24,2,1,0,11,38.01,1488.447324
1,1.32,44.79,3,0,,7,32.37,520.4742254
2,1.02,276.43,4,3,1,19,17.71,1112.045135
5,1.01,89.76,2,0,2,14,31.74,997.5949554
1,1.03,193.91,2,3,1,6,38.98,682.5454677
4,1.4,71.87,1,0,2,12,29.51,879.8916119
5,0.97,51.79,4,1,2,8,43.43,986.7707541
2,1.26,74.83,1,0,1,13,38.71,636.4895317
2,1.38,145.01,3,0,1,17,44.86,865.8205596
3,1.07,244.65,4,2,0,14,23.43,1215.884539
5,0.84,37.3,1,2,1,19,29.1,863.0604998
3,1.33,254.26,1,0,2,,34.04,1080.910759
1,0.81,92.34,1,0,2,10,31.43,435.2890492
6,1.38,224.02,1,3,1,5,10.57,1188.011197
6,1.05,137.97,3,1,1,16,36.3,1235.222578
6,1.36,31.85,1,,1,19,26.42,1083.763195
5,1.18,54.83,1,1,2,11,20.27,872.3993266
6,1.05,222.47,3,1,1,19,30.4,1381.421449
1,1.43,20.64,4,2,2,,21.88,678.4667398
3,1.34,42.72,3,2,0,7,38.41,722.1532049
5,0.86,70.58,1,3,0,5,12.88,824.8769893
3,1.45,107.6,3,0,1,12,41.15,858.035459
5,,115.35,,3,0,9,33.32,908.8256485
3,0.9,190.12,1,2,1,10,38.21,828.3092029
2,1.34,93.66,3,0,2,7,19.01,688.0868361
3,1.16,10.12,1,2,1,10,26.8,623.3653843
6,1.27,210.09,2,2,2,6,22.86,1248.018666
2,1.29,216.43,1,3,2,19,30.83,941.7784083
,0.94,15.47,3,3,1,13,38.23,741.5271872
5,1.48,131.19,3,1,0,15,40.75,1164.863743
5,0.87,21.7,1,0,2,14,33.89,814.6255787
5,1.22,112.94,2,1,1,12,14.6,1042.374232
4,0.9,147.5,3,1,0,8,11.11,946.4376932
1,1.41,298.16,4,3,0,12,33.04,1036.526616
5,0.92,116.24,1,3,2,7,15.37,927.9252901
2,1.11,82.43,2,0,0,9,13.1,640.026183
5,0.86,189.76,3,3,1,17,30.69,1226.735067
4,1.11,36.54,,3,2,11,38.99,851.3201869
6,0.8,59.1,1,,0,10,29.91,955.1818267
2,1.11,131.16,2,1,0,17,22.81,789.6984875
4,1.28,110.05,1,1,1,6,42.8,796.9711309
6,0.93,82.3,3,1,0,6,35.44,1037.426347
7,1.19,81.37,2,1,0,5,26.21,1075.688904
7,1.13,76.13,4,3,0,8,39.63,1238.16969
2,1.03,145,4,2,1,6,38.45,791.1505309
3,1.27,273.9,2,1,0,6,38.81,1025.094205
1,1.5,,1,2,2,19,39.07,599.5200742
1,1.46,142.59,3,1,0,10,38.5,715.7550024
4,1.48,119.48,4,0,2,15,26.67,1096.384007
6,0.81,230.08,2,0,2,16,12.95,1295.194996
1,0.98,107.37,3,2,0,18,33.29,735.0149364
6,1.45,135.05,2,2,2,13,30.67,1238.413333
6,0.83,13.85,2,0,0,5,21.05,888.376163
4,1.06,12.4,1,1,1,9,41.76,692.8723725
4,1.26,141.71,1,1,,12,25.59,957.1360626
4,1.49,69.96,3,0,2,18,25.18,1075.257639
1,0.99,,1,2,2,9,10.12,662.1121411
7,1.33,209.11,2,1,1,17,34.16,1435.130734
4,1.26,127.35,3,0,2,9,35.96,994.4263824
1,1.23,145.03,2,1,2,11,43.78,652.187475
4,1.32,44.95,4,0,1,7,20.27,895.6622814
5,0.98,291.44,4,0,2,10,34.23,1375.903597
6,1.04,196,,1,2,5,27.4,1126.549012
4,1.19,260.77,3,2,1,18,31.84,1256.995157
2,1.11,155.88,4,3,1,17,18.42,903.0828036
6,1.31,73.77,2,2,0,12,40.17,1105.096719
6,1.36,90.22,1,0,1,7,28.38,1032.30417
4,1.17,65.82,3,2,0,6,41.23,809.1443503
7,1.08,160.79,4,3,1,7,36.34,
3,1.44,97.06,3,0,0,13,21.97,923.4277885
7,1.32,262.84,3,0,1,8,27.34,1496.238736
4,1.27,245.57,2,1,1,12,23.74,1098.820156
6,0.84,154.23,3,0,0,10,38.73,1169.322743
2,1.17,281.66,1,0,2,11,16.37,912.1965974
6,0.89,125.35,1,2,2,,23.28,1110.407028
7,1.26,95.43,3,2,0,17,13.38,1324.770713
2,1.01,105.15,4,0,2,12,30.93,791.3249471
1,1.32,170.15,2,3,1,7,15.28,689.9048213
5,,139.36,4,1,2,18,30.95,1242.87636
6,1.01,210.21,4,3,0,8,41.71,1328.080671
4,1.48,263.42,3,1,,14,37.59,1276.538457
1,1.16,68.95,1,2,2,15,44.51,551.4924052
5,0.95,182.32,3,1,0,9,34.09,1076.052386
4,1.34,94.35,1,3,0,8,43.45,846.5356906
3,1.33,120.37,4,2,0,16,23.44,1018.328426
4,1.09,267.93,4,1,1,9,33.36,1230.415463
2,1.26,160.77,2,2,2,5,37.9,768.6976285
2,0.82,105.54,1,2,1,8,30.13,613.8130134
3,1,178.26,3,,0,6,34.31,881.0756874
1,1.42,156.81,4,3,1,7,32.94,741.6068301
5,0.96,234.22,2,3,0,14,18.01,1207.394631
4,1.43,272.15,1,1,1,13,28.01,1169.316819
2,1.21,19.63,1,0,2,7,18.99,528.3086241
1,1.43,,4,2,0,10,30.57,777.9245022
3,0.89,66.81,1,1,0,19,12.96,762.6554134
7,1.12,151.6,4,0,2,,37.3,1334.610673
6,1.01,151.65,1,0,0,13,,
7,1.42,54.4,1,2,0,15,17.37,1133.835573
7,1.04,,4,0,1,15,29.33,1595.947652
2,1.21,152.66,1,2,2,9,31.45,702.9346742
3,1.38,50.27,3,2,2,16,27,861.885309
4,0.96,,2,1,2,18,34.28,1054.056159
7,0.83,84.95,3,3,0,15,35.91,1249.458442
7,1.15,257.85,4,2,1,6,37.91,
5,1.28,188.1,3,3,1,8,44.14,1146.346845
2,1.3,221.6,3,2,0,13,35.15,962.2514842
2,1.09,188.47,3,1,1,16,33.73,897.3662965
4,0.86,251.64,2,1,1,13,39.13,1073.997754
,1.08,149.94,1,3,0,13,28.58,1099.760297
1,0.89,187.76,1,0,1,19,37.37,710.2092669
5,0.85,242.2,3,0,0,8,15.52,1184.477733
2,1.01,221.51,2,1,2,10,24.21,882.9324669
5,1.34,167.59,1,,2,18,30.03,1113.997292
2,1.34,76.27,3,3,2,15,14.83,782.4895523
5,1.23,207.51,4,1,1,6,40.01,1196.660629
3,1.38,,4,3,1,17,40.71,1118.952261
7,1.15,215.97,1,2,1,13,20.32,1366.590719
2,0.97,240.76,3,0,0,8,18.7,923.0636039
,1.2,266.34,,0,1,11,21.25,1248.332435
1,1.45,170.55,1,3,2,15,19.03,748.3019619
3,0.83,235.34,2,0,2,5,11.33,894.9976252
3,1.48,123.58,1,0,0,5,37,772.8521997
1,1.32,296.93,3,3,0,18,38.45,1027.103661
5,1.28,242.14,2,3,1,11,34.49,1220.354376
4,1.23,201.32,4,1,2,14,14.67,1195.784204
1,0.98,169.13,4,2,0,15,24.22,807.1583181
5,1.42,131.16,1,3,1,18,10.98,1100.530932
1,1.48,265.03,1,2,2,17,27.64,910.8671974
1,1.45,244.84,2,2,0,8,32.44,768.3549157
2,0.88,48.95,2,2,0,6,41.35,505.1450614
5,1.32,209.87,3,2,0,7,37.36,1169.073675
4,1.19,224.79,3,2,0,8,12,
7,1.35,109.78,4,2,2,17,35.79,1407.029644
2,1.05,151.83,2,3,1,11,23.72,764.6063096
1,1.47,185.09,4,1,2,16,23.4,950.4913534
7,1.02,75.94,2,1,1,19,29.69,1235.011752
6,1.32,31.33,2,2,1,16,15.89,1092.430902
7,1.15,24.16,2,1,0,19,36.05,1206.368754
1,,63.41,3,3,0,17,26.63,627.5463664
1,0.88,287.16,4,3,1,17,20.66,1013.292494
5,1.23,44.55,4,1,1,13,,1029.547431
5,1.19,218.44,4,1,1,15,29.22,1347.940055
2,1.3,276.07,4,1,1,19,20.88,1077.431505
4,1,147.85,2,2,0,8,30.54,915.4038546
2,1.38,97.56,1,2,1,6,24.41,638.4487584
3,1.46,67.77,3,0,2,19,33.42,913.1554345
1,1.42,143.71,2,1,,8,41.38,673.4502353
7,1.07,143.4,4,0,0,13,14.46,1311.4707
6,1.33,236.18,2,1,0,15,40.91,1339.269089
1,1.06,116.57,4,2,0,8,,678.2511244
1,1.4,243.61,4,0,1,16,42.35,1030.361091
2,1.06,24.55,2,3,0,15,37.75,598.9085244
6,0.93,25.73,1,2,1,12,32.07,947.4562391
6,1.14,73.91,4,3,2,12,32.43,1172.913003
,0.89,84,,2,1,14,21.27,1178.483739
2,1.21,125.89,4,2,2,14,34.9,915.0376106
1,1.2,98.95,2,0,0,19,42.21,676.1965812
2,1.14,276.85,1,0,2,6,28.31,894.2401828
5,1.22,80.47,4,3,2,5,36.21,1021.827332
5,1.48,229.53,2,2,2,14,40.59,1271.42916
2,1.07,127.59,2,1,0,10,15.1,762.0275617
6,1.1,214.9,1,2,2,6,35.17,1178.653976
1,0.99,239.2,3,1,1,9,36.59,823.3636799
2,0.93,132.66,1,3,0,5,28.52,593.7367154
2,1,237.85,2,1,,19,26.6,968.0211009
2,0.95,93.53,4,2,2,,34.85,696.2444701
3,1.1,23.83,3,,1,12,33.58,700.3173707
5,0.96,248.53,4,3,0,18,10.88,1375.171607
7,1.16,126.67,3,0,1,10,19.61,1276.943019
6,1,131.75,3,3,0,6,35.84,1103.006427
4,1.1,202.38,1,0,1,14,35.66,1015.629705
7,0.89,247.11,3,,1,18,10.69,1501.358683
6,0.91,203.91,2,2,0,9,24.21,1185.67248
4,1.23,128.2,3,,2,17,44.53,1030.702371
3,1.2,102.59,,3,0,18,21.56,860.1796977
2,0.92,111.71,2,1,0,14,30.23,690.8610873
3,1.01,103.67,2,0,0,18,28.7,812.7096548
3,0.96,190.05,3,1,0,14,42.37,1004.689091
7,1.36,223.67,4,0,0,11,21.82,1514.626485
1,1.06,107.48,4,0,0,12,24.48,730.5642048
7,1.08,109.32,1,0,0,19,33.4,1212.833832
5,1.27,61.77,1,3,1,11,12.73,926.4321193
4,1.03,148.37,3,2,0,16,20.94,1037.693516
2,1.06,221.23,1,3,0,,13.19,887.673215
7,1.36,103.46,1,0,,12,35.57,1242.761817
4,1.36,182.54,4,0,1,13,42.52,1167.182601
,1.22,137.38,4,3,0,18,18.08,1309.733372
4,1.19,184.91,2,2,2,15,37.79,1048.694049
6,0.93,155.98,2,2,0,6,17.35,1104.960751
7,1.13,115.5,1,3,0,6,28.26,1133.652232
5,0.99,221.42,4,1,1,16,28.55,1305.006158
7,1.31,131.88,3,0,1,14,15.73,1330.923147
6,1.24,137.81,4,1,0,9,29.36,1216.608926
4,1.06,240.13,1,3,2,8,11.87,1013.921261
4,1.17,43.33,1,2,1,10,31.33,
6,1.09,211.22,1,2,1,16,10.3,1275.964753
3,0.9,239.44,1,2,0,14,13.58,986.1865972
5,1.35,221.52,2,3,0,11,37.09,1172.365969
1,1.43,139.63,2,3,0,16,19.35,751.0074365
2,1.45,91.53,,0,0,9,21.79,799.7382546
4,1.35,101.67,3,2,0,7,19.76,926.6060983
2,1.38,154.96,3,2,0,10,30.78,868.3841542
1,0.84,298.25,2,1,0,18,41.86,917.6188347
7,1.35,83.02,1,2,2,9,25.87,1152.608913
2,1.01,52.8,2,0,1,17,12.94,665.5670038
1,0.9,,3,,2,5,29.29,675.5237735
6,1.17,64.56,4,3,2,14,36.4,1160.839616
3,1.2,227.73,3,3,1,8,17.6,973.3772191
4,1.14,25.25,3,1,1,,43.65,905.836244
1,1.26,,1,0,0,7,11.83,435.9060417
2,,134.65,4,3,1,17,17.32,936.4206609
4,0.9,129.07,2,3,2,5,,849.5589711
3,1.23,208.26,1,0,2,16,15.53,976.6325341
6,0.84,43.98,1,3,1,6,15.67,881.319081
7,1.11,86.41,3,2,0,14,12.22,1263.954468
4,0.87,190.78,1,1,0,11,35.59,892.4220413
7,,1308.35,3,1,2,11,31.33,4460.339537
1,0.92,74.57,4,2,2,19,28.16,745.3809697
3,1.31,116.32,1,1,1,14,20.83,822.7658547
2,1.43,121.67,1,2,0,10,37.1,680.6165541
3,0.92,181.59,4,1,1,7,10.12,941.1760883
,1.32,152.15,4,3,1,16,32.05,1094.93042
5,0.9,183.61,4,2,1,7,41.92,1165.355836
3,1.1,59.38,1,0,2,10,12.32,644.9587025
3,1.24,80.51,1,2,2,16,26.65,811.7276236
4,,14.69,1,1,0,10,35.91,733.6315334
2,0.84,256.34,1,2,2,7,14.27,818.6635252
4,1.05,251.44,2,3,1,18,41.28,1193.867672
