household_size,seasonal_index,garden_area,number_of_bathrooms,children_count,elderly_count,appliance_count,temperature,daily_liters_used
3,1.48,,2,1,0,13,25.39,994.5810079
,1.23,275.47,3,2,2,6,11.85,1071.791618
6,1.39,266.8,1,3,2,10,31.84,1298.956063
1,1.13,236.97,3,2,2,13,22.76,884.1636461
2,1.24,64.1,3,1,2,15,37.49,749.2285685
4,1.39,266.97,1,0,0,15,14.35,1186.142547
4,1.49,240.04,2,2,1,5,11.44,1048.061574
5,0.93,253.49,3,1,2,14,22.42,1293.205636
3,1.43,139.29,3,3,1,16,11.94,1023.111916
7,1.27,283.81,1,0,1,8,21.31,1380.270377
3,1.46,138.38,1,0,0,9,41.63,814.0433635
3,1.02,159.59,1,2,2,19,20.5,899.6700475
7,0.97,117.18,2,0,0,6,10.72,1146.408357
4,1.06,18.09,3,2,0,12,23.37,839.9151821
5,1.42,125.13,1,1,0,9,22.53,971.8929504
1,1.12,160.76,4,2,2,6,19.44,707.8781282
7,1.47,105.09,4,3,2,12,26.21,1338.704581
6,0.97,47.79,1,3,1,7,37.22,915.8823138
2,0.95,78.13,4,3,0,16,23.73,756.8124184
7,1.27,223.38,4,0,1,5,42.59,1426.417547
1,1,249.98,1,1,1,8,24.57,673.450715
4,0.89,117.84,,3,2,12,41.2,878.9302542
6,1.06,187.72,2,2,1,7,27.45,1212.25143
6,0.99,200.5,3,3,2,16,24.61,1325.245711
6,1.09,92.06,2,1,2,11,14.59,1096.198038
3,0.93,41.37,1,0,0,17,41.54,651.1008578
2,1.47,243.32,4,1,2,10,31.92,1040.983201
4,1.36,83.13,1,1,2,10,16.81,843.2022446
4,1.39,272.51,3,2,1,7,22.26,1201.337923
6,,25.14,3,2,2,10,16.13,1022.322323
4,1.4,20.15,4,2,1,5,28.7,825.0740369
2,1.21,175.91,3,,2,10,27.66,846.9304077
2,0.84,156.96,1,0,0,8,30.08,653.8127565
5,0.91,135.78,3,0,1,13,34.5,1095.586039
7,1.11,45.14,3,0,0,19,19.66,1177.056476
7,1.08,68.69,3,2,1,18,40.45,1311.916107
5,1.36,272.03,2,3,2,6,12.26,1240.639164
1,1.41,161.34,3,3,2,9,27.85,789.1509354
7,1.41,226.34,1,2,1,6,32.39,1333.851038
2,1.06,32.28,3,2,1,10,14.99,613.2574462
2,1.25,90.6,2,1,1,14,36.65,750.0665853
7,1.15,160.18,3,3,1,10,19.94,1308.192924
2,1.42,19.11,3,3,0,8,26.78,575.479735
5,1.42,192.54,3,0,0,11,11.91,1236.825891
6,0.84,133.34,1,1,2,10,20.88,1095.236417
6,1.2,290.65,1,3,0,8,41.71,1317.668943
4,1.15,254.49,4,3,2,9,42.97,1233.448601
6,1.34,105.4,3,1,0,15,20.97,1222.804569
3,0.94,185.76,1,0,1,8,,815.87038
5,1.29,184.48,3,3,0,12,28.83,
2,1.32,235.45,4,3,2,11,38.66,1051.945852
7,0.82,239.25,4,3,2,11,29.14,1438.48369
6,1.1,52.4,1,1,2,16,35.54,967.5061154
5,1.49,216.98,4,3,0,10,18.65,1279.113407
6,1.01,,3,1,2,6,22.69,1007.2754
1,1.42,104.12,3,0,0,13,38.14,752.376121
2,1.21,24.1,1,3,2,9,34.69,552.9012528
1,1.01,103.71,1,2,0,12,20.09,538.074647
2,1.39,107.27,4,1,0,14,39.73,832.6506235
5,1.49,283.48,2,0,1,14,44.68,1366.44533
4,1.32,85.73,2,2,1,15,39.53,909.3554266
6,0.84,281.23,1,1,1,17,27.83,1334.612624
6,0.84,56.76,1,1,1,8,20.74,899.0987059
3,1.14,124.16,1,2,2,15,37.78,797.6824103
7,0.8,181.22,3,2,0,19,34.95,
1,1.27,114.13,2,2,2,12,33.71,639.5965736
6,0.81,59.31,1,1,2,16,17.09,1024.240586
5,1.48,17.06,3,0,0,18,21.31,1001.604992
4,1.42,188.19,4,1,1,6,10.52,1082.697326
7,1.37,222.39,1,1,0,16,38.5,1414.177296
5,1.37,47.26,3,2,1,5,21.48,945.3000706
1,1.38,55.72,1,2,1,18,37.24,580.4887591
3,1.1,219.5,3,1,0,5,38.49,975.3332879
6,1.35,47.67,,3,0,19,15.28,1186.197252
5,1.06,170.25,2,0,1,16,43.64,1103.004195
7,1.39,142.78,3,3,2,5,43.82,1313.608824
2,1.23,107.77,2,3,2,6,26.52,668.5077661
4,1.05,315.55,2,0,2,13,36.14,2503.389151
7,1.32,149.4,4,0,2,14,35.08,1420.481544
5,0.97,138.88,3,2,2,6,21.07,1060.874152
4,1.48,278.24,4,2,2,19,32.08,1369.628817
6,1.27,133.58,3,0,1,18,30.43,1247.820806
2,1.08,291.88,1,0,0,11,21.67,925.6517179
3,1.19,68.14,4,0,1,18,44.92,944.6541731
7,1.32,242.82,2,1,2,10,21.69,1409.325699
3,1.36,49.98,2,1,1,,21.49,794.5275463
2,1.48,56.43,3,3,0,9,24.01,717.9411755
4,0.95,245.07,4,3,2,6,42.83,1084.047825
6,1.15,182.3,1,2,0,11,14.42,1124.668577
5,0.86,214.3,1,3,1,11,19.37,1068.693586
2,0.86,83.29,2,2,1,8,43.54,559.9036126
1,0.87,245.57,3,2,0,19,37.14,911.0878808
4,0.98,171.06,1,2,0,17,41.12,988.702079
3,1.29,208.86,1,2,1,6,19.43,842.990225
7,1.4,54.41,3,1,2,15,26.67,1181.288767
2,1.11,187.12,1,3,2,5,21.34,676.965263
3,1.19,25.32,3,0,2,17,24.26,806.6820691
4,0.94,88.5,3,2,0,7,22.01,867.9178569
3,1.35,248.42,3,2,2,12,12.29,1078.667307
2,1.42,64.35,3,1,1,17,40.4,797.7785512
4,1.14,45.57,1,1,2,14,23.23,843.1242035
1,0.91,275.62,,0,0,,18.82,909.2939402
2,0.8,284.72,3,2,2,10,35.76,994.7239958
5,,12.89,4,2,2,11,15.73,930.0278203
6,1.15,253.26,1,3,1,12,35.57,
2,1.45,273.26,1,2,,13,20.36,960.3291613
4,0.83,217.46,1,2,0,6,30.41,972.1175246
7,0.9,179.29,2,1,2,12,12.4,1325.514087
6,0.94,286.95,3,1,1,8,25.29,1349.696108
2,1.18,227.63,1,2,1,10,23.21,787.9059385
1,1,230.39,3,3,2,5,25.63,766.8305493
7,0.94,74.99,4,1,2,6,36.76,1207.898189
1,1.16,249.28,3,2,1,15,24.39,906.860311
5,0.83,242.59,3,0,0,17,12.7,1269.112629
7,1.48,233.43,1,3,1,7,32.84,1375.240862
3,1.4,169.36,3,3,2,11,14.49,981.3758326
7,0.99,193.96,4,3,2,9,29.68,1417.402544
6,1.04,222.38,2,1,1,,14.97,1367.004516
7,0.97,129.51,2,3,1,7,19.7,1140.04963
4,1.45,256.17,2,1,2,5,16.14,1146.614546
4,1.26,166.21,4,2,0,9,38.77,1121.264151
3,1.16,240.73,3,1,2,7,25.65,965.9885698
7,1.16,124.31,3,3,0,15,13.92,1328.946193
1,0.92,204.02,3,2,1,18,39.78,866.239535
1,1.47,281.31,4,2,1,15,17.98,990.4113002
2,1.44,72.59,2,1,2,10,42.68,739.4556528
5,1.47,286.89,3,3,0,16,29.11,1458.093747
6,1,84.98,2,2,1,18,18.56,1098.01631
5,1.13,59.56,2,3,0,17,38.28,986.1780831
7,1.16,206.34,2,3,2,17,12.07,1352.914095
5,1.14,248.87,1,2,2,12,27.75,1186.847804
2,0.81,119.96,4,3,2,15,32.41,858.1876293
5,1.38,65.3,3,2,1,11,,1032.262828
3,1.32,208.44,3,1,0,18,19.56,1124.870675
2,1.13,86.13,1,3,1,18,14.78,706.8175681
3,0.99,264.77,4,0,0,18,23.49,1200.748005
7,1.24,11.83,3,3,0,8,41.81,1078.9471
2,0.9,209.69,2,1,,10,24.82,806.978529
7,1.5,26.6,4,2,2,16,42.77,1250.903539
7,0.89,176.62,1,2,2,19,17.57,1328.542393
5,0.84,279.55,1,3,2,12,42.93,1198.4936
3,1.23,240.72,2,3,2,7,23.98,977.0402548
7,1.12,103.24,3,1,1,8,11.37,1178.875188
3,1.3,143.91,4,0,1,5,40.82,958.07019
3,0.89,162.75,4,0,1,11,12.76,1007.845622
2,1.05,112.27,2,2,2,15,13,740.4984776
4,1.15,182.99,2,2,2,9,43.4,991.4857218
5,1.11,165.91,2,2,2,7,13.95,1067.407363
7,1.21,107.93,1,0,1,12,33.36,1133.035834
,0.87,249.74,4,3,1,16,44.79,1116.618129
6,1.15,92.45,4,2,0,14,44.79,1215.765709
4,1.19,287.14,3,3,0,17,44.67,1303.049516
7,1.42,296.73,4,0,1,17,28.14,1689.700729
6,1.2,88.32,2,1,1,19,33.03,1157.39304
5,1.18,179.29,2,1,2,9,22.41,1080.578627
5,1.37,67.76,2,0,0,15,11.72,1022.957724
3,0.85,114.9,4,0,1,7,37.54,852.6703455
3,1.25,14.51,4,2,,18,34.14,878.8775777
7,1.37,298.47,2,3,2,5,22.96,1468.361461
2,0.87,141.44,2,1,0,,38.77,775.1252474
4,1.37,82.62,4,0,1,13,22.5,1015.13047
7,1.35,193.65,3,1,1,16,31.54,1481.762203
4,0.8,265.28,1,1,2,7,29.44,1009.046214
3,0.97,232.22,1,1,0,12,32.03,1012.782137
5,0.91,81.24,4,3,0,17,37.3,1113.988397
3,1.16,67.03,4,1,0,8,37.26,819.3671443
5,1.44,249.74,3,3,1,15,22.46,1349.771615
7,,186.2,1,2,1,18,,1389.119006
5,1.22,978.5,1,0,1,12,44.35,3304.655673
3,0.89,233.21,1,1,1,10,10.63,942.2888206
1,1.27,230.8,3,0,1,6,13.47,841.0632297
4,1.42,279.61,2,1,2,18,20.63,1292.000878
6,1.1,23.18,3,3,2,10,11.64,
5,1.28,244.49,3,0,0,14,19.97,1348.820642
5,1.01,94.59,4,3,1,7,24.63,1039.746035
1,0.99,201.86,1,2,2,9,33.99,637.7876678
7,0.93,255.98,4,1,1,10,35.72,1460.117472
7,0.97,121.31,3,0,0,14,37.22,1255.010347
7,1.04,154.83,4,3,1,14,12.74,1390.736975
6,1.2,184.5,4,3,0,11,32.11,1340.964367
2,1.35,177.48,4,0,2,8,13.83,928.4020481
1,1,180.17,2,3,1,18,27.91,757.934464
6,0.92,56.48,1,3,2,15,38.56,1030.115153
1,1.11,179.56,4,3,,9,11.61,809.9472791
5,,202.25,2,2,0,17,13.28,1175.065146
4,1.07,191.22,3,2,0,5,41.99,975.7419904
1,1.44,185.69,1,1,2,7,34.09,709.8302846
2,0.97,163.04,2,,2,16,15.65,812.2609194
3,1.33,223.96,1,1,1,16,27.21,989.1234473
6,1.13,,2,0,1,12,29.58,1033.789363
1,0.87,208.87,2,0,2,8,41.12,677.5884304
1,1,188.44,4,3,2,17,23.67,859.5179145
2,1.4,133.12,2,,0,8,16.6,
,0.8,205.55,4,0,2,17,23.02,1175.363966
1,1.33,39.51,4,3,0,14,23.33,657.595685
1,1.37,142.25,1,0,0,7,42.91,580.9150874
4,0.88,156.51,3,0,2,16,30.08,1064.727687
2,1.47,111.88,1,1,1,14,34.56,765.5489767
6,1.41,299.69,2,1,0,17,43.86,1452.840475
6,0.92,218.22,4,0,1,17,13.5,1391.711604
1,0.97,110.12,2,1,0,7,39.61,596.7232934
4,1.37,91.8,4,1,0,9,12.87,1035.891817
1,1.18,68.14,1,1,2,9,18.71,502.6539544
7,1.45,116.18,2,2,1,15,36.85,1335.659671
3,1.49,282.18,2,,1,17,26.73,1127.463181
6,1.04,151.74,4,1,2,8,37.3,1223.475427
7,0.87,166.21,2,3,1,19,35.77,1365.68161
5,1.29,190.63,3,1,0,6,29.04,1176.392193
3,1.45,25.9,4,1,0,17,25.18,892.8717912
1,0.92,89.17,2,2,1,6,25.73,450.3124264
2,1.49,11.47,2,1,1,9,43.12,575.8296419
6,0.94,159.84,1,1,1,9,17.15,1094.422594
5,0.86,295.45,4,1,0,14,33.02,1401.418968
3,1.15,155.33,1,0,0,13,38.84,840.3833402
6,1.36,257.61,3,2,2,10,21.79,1448.240269
4,1.05,253.37,1,0,1,14,16.83,1095.764011
2,1.03,298.9,2,1,1,18,29.9,1072.915677
3,0.94,255.03,4,2,0,6,11.66,1031.25988
4,1.49,15.54,1,2,2,12,33.52,768.1006864
7,1.04,160.48,4,3,0,11,29.85,
1,1.27,133.21,1,3,2,7,32.06,582.5252044
4,0.89,167.62,2,3,1,6,14.57,940.7661852
,1.11,151.16,2,2,2,8,14.49,796.2805307
3,1.36,277,2,2,2,12,35.69,1123.378291
7,1.48,73.71,2,3,1,7,28.58,1141.699571
,0.92,171.86,1,2,1,9,21.23,615.29028
4,0.87,273.15,3,2,1,10,34.62,1181.77931
4,1.49,,4,2,0,19,35.36,1013.611859
1,1.19,157.92,3,1,1,6,28.94,730.5848638
4,1.04,146.7,1,3,2,16,34.68,928.6553319
6,1.47,204.24,3,1,0,14,44.97,1318.172122
1,1.07,193.04,2,1,1,8,32.45,686.0018625
2,0.96,58.97,2,3,0,14,27.53,643.6913256
3,1.36,235.7,2,3,2,19,28.36,1121.415295
2,1.02,299.73,3,0,2,14,30.07,1049.682905
6,1.03,148.94,2,2,1,14,16.72,1148.178949
7,1.11,70.92,2,1,0,12,29.17,1165.13351
6,1.29,18.87,1,0,0,11,16.03,930.5222587
5,1.39,97.87,4,2,2,18,10.91,1216.232426
5,0.96,46.66,1,2,1,19,40.6,944.8198911
5,1.05,268.59,2,0,0,16,32.2,1214.992653
1,1.15,257,3,1,2,12,42.61,929.5660834
4,0.82,261.66,2,0,2,10,32.13,1070.372891
6,1.29,85.5,3,2,2,5,44.81,1101.30368
2,1.2,116.69,3,3,1,9,15.01,798.5074663
7,0.89,78.24,1,3,2,14,29.35,1092.294062
2,0.89,237.35,4,3,2,19,10.96,1067.397864
2,1.43,269.51,1,0,1,17,38.39,991.2131342
2,1.28,134.12,1,0,0,8,12.18,694.0117625
7,1.07,258.48,,0,1,12,25,1520.141636
5,1.04,114.34,3,3,0,19,43.44,1125.139119
2,1.02,86.85,1,3,0,11,30.54,614.2342567
7,1.26,146.23,2,1,1,17,38.84,1357.175555
7,0.93,159.01,4,2,1,10,36.65,1372.208884
4,1.49,12.52,3,3,1,17,36.89,940.2569089
7,1.28,213.5,3,2,0,13,21.49,1459.980759
5,0.89,51.82,3,3,1,18,11.79,995.5526937
2,0.9,82.87,4,2,2,10,27.01,783.1649206
7,1.25,205.2,4,2,1,14,42.43,1519.230565
1,1.07,292.26,1,0,1,17,19.22,921.0510641
7,1.26,280.46,1,3,2,10,21.66,1448.568444
3,1.31,294.45,1,2,,7,27.52,1013.635896
3,1.18,22.32,2,2,1,18,41.97,771.6081394
3,0.98,110.54,3,2,1,16,28.62,899.6360465
7,1.19,16.85,3,0,2,,39.92,1139.993956
5,1.1,238.06,4,0,0,5,28.73,1235.869276
2,1.42,172.08,4,3,0,7,12.74,942.7638893
6,1.32,13.12,,2,2,12,24.02,993.4637619
6,1.23,233.4,1,2,0,11,23.75,1239.862816
6,0.83,72.33,1,1,2,6,39.22,918.5370463
5,1.49,78.39,4,1,0,7,38.29,1085.388812
4,1.2,185.29,1,2,1,13,16.4,1053.365375
1,0.98,17.67,2,3,1,14,43.15,502.7193464
1,1.21,219.88,3,2,0,18,20.72,924.7940506
3,1.37,103.89,3,0,0,7,31.22,853.2971264
3,1.18,135.04,1,2,0,13,38.03,784.0725061
7,1.34,14.34,1,2,0,16,25.41,1087.543378
6,1.09,76.74,1,3,1,7,36.3,947.1935841
7,1.21,,4,1,2,18,22.11,1508.694243
6,1.1,,1,2,0,12,13.28,1070.925431
3,1.17,149.35,3,2,0,13,37.02,938.0791653
2,0.92,132.63,4,1,2,17,30.35,931.5713218
4,1.22,143.78,4,0,1,16,37.52,1096.770499
7,1.49,78.85,1,1,0,17,12.79,1228.755701
4,1.34,21.57,4,0,1,19,25.09,1014.673679
4,1.02,106.15,4,3,1,11,14.97,972.0257518
,1.4,111.06,2,3,2,6,20.14,860.4025545
3,1.43,184.83,2,1,0,11,39.64,954.6699555
1,0.92,288.23,4,1,0,15,34.49,1025.524985
3,0.84,88.21,3,1,0,7,34.98,727.9786072
4,1.2,144.65,4,2,0,8,25.23,1016.040955
3,1.13,102.07,1,1,1,14,27.48,783.325528
4,1.3,86.1,3,3,2,13,28.27,961.5725765
,1.01,219.38,1,0,2,15,11.78,1162.518655
6,1.07,19.19,1,2,1,10,16.44,883.5541082
1,0.98,239.49,4,1,2,13,43.64,919.5192485
5,1,251.84,3,0,0,10,11.12,1259.319212
2,0.81,209.4,1,1,0,9,34.65,759.5430277
3,1.16,88.17,3,0,0,10,40.58,836.8019463
2,1.13,278.78,2,2,2,12,23.89,951.7857843
7,1.05,199.73,2,1,0,16,32.55,1366.037334
3,1.18,292.06,2,0,0,9,31.34,1102.221467
6,,119.22,1,2,1,13,24.52,1093.185392
5,1.1,249.29,3,0,1,9,12.81,1258.231537
6,0.8,73.13,2,2,0,12,17.7,1013.010961
7,0.85,267.56,4,2,2,12,12.92,1575.76438
4,0.91,236.84,4,3,2,9,34.56,1125.981559
6,0.93,269.75,2,1,1,8,15.7,1309.805168
6,1.12,236.58,1,3,2,9,37.77,1262.986265
4,1.41,84.4,1,,1,7,44.14,833.4212587
3,1.08,77.69,1,,0,19,25.1,806.9495702
4,1.24,36.05,1,3,0,10,42.04,716.0922973
5,0.82,157.46,2,0,0,19,12.3,1129.158237
6,1.4,145.29,2,2,1,6,44.26,1098.865665
4,0.88,74.32,1,0,2,15,25.53,790.3243199
,1,168.33,3,0,0,13,27.34,1350.103644
7,1.37,63.64,3,1,0,6,32.86,1159.65427
6,0.99,122.96,3,2,2,15,30.09,1160.212282
,0.98,56.42,4,1,0,10,10.11,993.6172982
2,1.22,229.99,2,1,0,11,40.2,933.2218163
5,1.43,230.45,1,0,0,8,20.62,1159.280023
1,0.95,263.2,2,0,1,5,15.69,748.7507466
1,1.23,165.49,1,0,0,10,37.86,602.1734608
1,1.22,192.61,1,3,2,5,42.42,673.082487
6,1.26,194.67,3,3,0,9,20.45,1257.792538
7,1.46,59.6,4,1,0,9,43.57,1229.053959
3,0.92,120.23,3,2,1,13,29.62,880.144038
7,1.26,283.09,1,0,0,14,39.45,1476.809444
3,0.93,95.82,1,3,0,10,,720.238017
3,,179.97,4,0,1,14,10.58,1020.749995
7,1.07,186.63,2,3,1,14,14.64,1366.589268
6,1.38,225.8,2,1,1,13,16.05,1327.648293
5,0.84,71.68,1,2,1,9,10.46,862.2155737
3,1.31,275.11,1,0,0,12,24.17,1046.342141
2,1.44,293.45,3,3,2,16,40.13,1103.609448
7,0.86,165.12,2,1,0,8,18.51,1188.988263
7,1.35,133.96,4,0,1,17,26.75,1444.072005
1,0.88,78.4,4,1,1,,16.42,610.8289372
5,1.47,137.16,4,0,0,7,37.69,1174.809185
1,1.37,1417.85,1,2,2,16,14.61,2708.546845
7,1.29,36.68,1,1,2,12,43.36,1063.796047
7,1.19,119.65,2,3,1,8,12.14,1216.054838
3,1.44,247.29,1,2,0,13,23.84,1039.148372
5,0.88,226.83,2,0,0,8,34.33,1178.488815
4,0.89,177.23,4,0,0,18,18.88,1168.003329
2,1.38,236.56,3,3,2,10,34.2,981.9498201
3,1.14,220.96,2,3,0,5,17.3,907.0798423
7,1.39,191.54,4,,1,14,22,1518.337844
3,1.07,198.18,4,1,1,18,22.19,1121.219433
2,1.12,110.08,2,2,2,18,17.12,745.9836266
7,1.03,177.95,2,1,,11,23.76,1303.050188
2,1.47,78.72,1,2,0,15,41.91,695.5360143
4,1.13,279.45,4,2,1,15,19.59,1332.025587
3,1.33,152,3,0,2,13,28.33,959.0668686
6,1.29,214.09,1,1,0,18,42.02,1281.533137
3,0.96,21.54,2,3,2,15,43.5,700.3263688
1,1.44,196.17,1,1,0,7,35.41,695.3964609
5,1.18,188.51,3,3,2,9,41.18,1180.492226
5,1.4,106.38,3,0,2,18,11.58,1181.275192
1,1.38,271.34,2,0,0,16,34.18,949.3326378
7,0.84,268.26,1,0,,14,41.83,1402.614958
5,1.23,78.03,1,3,1,18,14.69,1040.34171
2,1.35,226.54,3,,1,11,19.21,913.6561157
5,1.43,59.49,2,3,1,14,33.15,975.8642649
5,1.15,229.95,3,3,1,9,18.28,1227.736678
1,1.33,137.19,2,3,2,10,36.26,667.4834173
7,1.48,293.71,4,1,1,12,23.86,1643.422446
4,1.38,164.76,2,1,1,7,24.12,961.0628048
5,1.4,137.77,4,0,1,10,40.62,1166.161762
6,1.09,138.71,2,3,1,7,24.54,1118.501642
5,0.86,166.73,4,1,0,6,14.36,1084.910511
4,1.48,35.75,2,1,2,8,10.64,863.6985021
1,1.29,101.74,3,2,1,12,21.77,655.6472459
4,0.92,257.35,1,2,2,5,24.56,1019.65401
1,1.48,264.2,4,2,1,13,16.25,1014.722289
2,1.3,188.45,2,3,0,16,18.36,921.7932633
1,0.86,190.78,4,3,1,6,28.8,729.6243537
2,0.92,16.17,4,0,1,12,17.82,648.2679815
2,1.41,195.61,1,1,2,5,35.94,802.77428
1,1.47,140.67,3,3,1,19,12.98,849.3685859
6,1.06,281.49,4,0,2,9,40.79,1453.790045
3,1.09,285.02,2,2,1,17,34.79,
1,1.08,254.71,4,2,2,12,41.99,947.6527141
5,1.38,18.6,4,3,0,8,30.24,957.1734988
6,1.12,103.53,3,2,0,10,10.88,1101.897649
6,1.06,1272.95,3,3,0,15,20.87,4198.189492
5,1.24,109.26,3,0,2,16,26.81,1128.650621
3,1.14,172.08,,3,0,8,26.37,912.4286441
6,1.17,299.79,2,1,0,19,28.81,1461.338739
2,1.08,125.28,1,,1,16,43.63,738.5646366
3,1.12,229.99,4,3,,14,14.42,1133.042027
7,0.83,169.24,1,2,1,6,41.62,1160.218867
5,1.45,218.28,3,0,2,17,11.86,1355.874557
3,0.82,200.89,2,3,0,19,26.63,965.9963059
1,1.34,260.22,1,0,1,12,42.69,766.3596206
3,1.01,18.16,1,3,0,19,19.64,663.4695324
2,0.88,53.4,2,0,0,15,22.91,614.0488691
1,1.23,31.28,1,0,2,19,26.66,510.4044592
4,1.29,131.42,3,2,1,15,24.08,1033.128661
5,1.24,18.43,1,1,2,13,20.04,811.8415662
5,1.2,47.94,4,0,2,15,32.44,1067.16291
3,1.18,41.41,3,1,1,19,23.82,882.0307815
6,1.18,,1,2,1,7,28.87,923.5197993
1,1.41,,3,3,2,11,29.39,770.5162601
4,0.86,169.78,4,2,,11,42.02,1063.181206
1,0.91,67.21,1,2,0,5,13.26,421.4940981
5,1.37,47.27,4,1,1,14,10.49,1066.45186
1,1.01,31.4,4,2,1,15,28.41,611.9504696
4,1.34,235.68,2,3,2,5,32.22,1072.165736
6,1.05,126.71,1,2,1,16,43.1,1120.515158
3,1.45,47.13,4,0,1,7,41.18,786.2045058
2,1,,3,3,1,11,16.75,1022.310931
1,1.1,39.39,3,2,0,14,14.85,543.9635342
2,0.91,154.88,2,1,2,9,17.09,713.552579
5,1.27,147.65,4,3,,10,23.07,1166.389116
3,1.08,167.77,2,3,0,12,22.4,912.1215329
7,1.46,278.86,4,2,1,13,18.43,1650.94708
3,0.81,159.57,2,1,0,5,26.86,749.6778819
1,1.07,111.51,1,3,1,6,17.54,458.9634494
6,0.82,169.29,1,0,2,9,18.12,1084.900426
3,1.03,240.8,2,3,1,11,26.22,985.5542261
1,1.07,118,2,2,1,7,43.86,547.4537294
1,0.98,272.13,1,0,0,17,27.58,811.3946378
2,0.98,65.28,4,1,0,10,21.16,720.6292317
3,0.98,271.72,1,2,1,16,,1024.139414
1,0.99,208.79,2,0,1,13,24.08,769.2406988
2,1,219.03,3,2,2,10,30.54,884.8765683
4,1.4,,1,,2,17,25.29,1198.782486
7,0.83,195.28,1,0,2,15,11.93,1298.829498
2,1.49,46.65,2,3,2,18,20.84,734.1020617
2,1,10.93,3,3,1,5,10.94,514.9203951
1,0.82,261.97,2,0,0,17,44.34,855.1793667
5,0.92,296.99,2,3,1,17,18.84,1375.328286
5,1.46,209.27,4,3,2,10,,1253.294547
6,1.5,157.88,3,2,2,7,26.38,1279.499481
5,0.97,235.96,4,1,0,16,13.73,1398.650552
2,0.96,58.96,1,1,0,19,13.3,622.4886562
6,1.39,152.15,1,2,1,18,12.17,1217.677191
1,1.44,293.56,3,3,1,10,30.68,972.1412878
3,1.26,226.04,2,2,0,5,15.29,986.2135346
7,1.46,147.13,1,3,2,15,28.29,1288.970123
7,1.47,189.84,1,2,1,10,32.56,1353.135869
2,1.33,59.64,4,2,2,12,18.34,764.5108841
2,1.04,223.56,1,1,2,7,34.64,756.1096595
6,0.9,191.92,1,2,1,8,19.72,1126.280715
1,,188.64,4,1,0,14,33.03,843.252391
4,1,247.53,1,0,2,8,38.92,1041.106249
,0.88,115.59,3,2,2,12,20.54,778.0329894
4,1.08,68.64,1,3,0,13,25.68,829.440503
4,1.14,296.89,2,2,0,18,15.15,1268.964715
5,1.26,83.15,3,3,1,14,20.25,1105.103834
1,0.95,95.14,,0,1,19,33.14,709.8084295
7,1.41,135.79,4,1,0,16,37.65,1441.7112
7,0.93,103.24,2,3,0,19,28.43,1290.636945
4,1.5,177.12,3,1,1,19,11.13,1206.940538
7,1.19,,1,2,1,19,43.33,1307.120682
1,0.9,73.77,4,0,1,5,25.19,550.0754438
5,1.38,,2,0,2,8,16.64,1074.802341
1,0.98,136.57,2,3,2,16,39.46,679.5071708
2,0.93,155.97,4,3,1,17,43.29,926.2833013
4,0.89,169.09,4,0,1,19,33.53,1128.359048
1,1.19,178.56,4,1,0,10,32.77,857.6629979
7,1.42,41.3,3,0,0,19,35.35,1316.874038
3,,80.43,4,1,1,9,28.41,891.7459169
1,1.35,110,3,2,1,7,41.49,632.0472446
4,1.21,135.92,1,0,1,5,42.95,846.6950774
5,1.17,224.17,1,0,2,15,10.29,1154.408183
7,1.06,135.64,2,0,0,10,13.82,1253.481108
5,0.83,77.08,4,2,0,5,30.52,952.5612554
4,1.39,223.03,2,2,0,12,10.75,1170.939465
7,1.5,109.08,3,1,0,17,41.08,1383.750585
2,1.44,272.41,2,3,2,,22.89,1006.618922
7,1.45,264.49,4,3,2,10,26.21,1518.807853
2,1.03,276.5,4,0,1,6,24.77,1004.250364
5,0.87,47.52,1,3,0,6,10.29,786.2226784
5,1.41,,4,2,1,8,41.22,1174.062113
4,1.33,259.33,1,2,2,14,11.72,1138.942338
2,1.07,258.04,3,3,0,7,15.88,915.9067098
5,1.38,125.79,2,1,2,14,41.71,1087.844003
2,0.9,51.46,2,2,1,8,23.39,572.5198578
5,1.26,239.42,4,2,0,12,43.2,1363.991255
7,1.47,161.81,4,1,0,12,23.76,1509.593741
1,1.44,106.25,3,3,2,9,44.48,689.6010595
3,1.33,241.9,2,0,2,11,26.16,1067.679392
7,0.99,82.55,2,3,2,12,15.27,1108.488735
6,0.87,34.34,4,0,2,14,44.43,1110.715293
1,1.03,50.07,1,0,1,5,20.65,431.6630651
6,1.23,1311.3,2,2,2,10,43.38,4051.481
5,1.02,79.48,2,0,1,19,18.31,1030.563676
3,1.09,,4,2,1,5,35.59,924.3885663
3,1.08,174.88,4,3,1,8,43.51,970.094856
5,1.04,45.31,3,1,1,6,32.52,894.9664072
5,1.45,136.79,4,3,0,16,21.52,1256.491826
2,1.02,268.59,2,3,1,13,23.14,942.6339357
5,,194.13,4,1,,5,43.47,1200.063441
4,0.95,,4,3,0,8,32.82,872.0119247
5,1.41,166.17,4,3,0,9,33.07,1222.29072
4,1.31,236.67,2,0,2,5,28.74,1085.073944
5,1.27,159.39,2,3,1,5,29.63,1069.460319
2,1.11,159.81,3,1,2,18,23.15,852.4856391
4,1.37,252.05,2,1,2,12,30.04,1162.909897
1,1.14,39.72,4,,1,6,44.12,502.0616557
4,0.89,102.03,2,1,1,12,37.31,860.1324568
7,1,299.03,3,2,0,19,38.07,1586.710195
2,0.93,248.75,2,2,1,17,44.57,970.4319146
6,1.2,84.28,3,3,0,5,30.68,1027.934354
